OBJECTID,PRECINCTID,NAME,COUNTY,LASTUPDATE,LASTEDITOR,PRECINCTID_1,NAME_1,TOWNSHIP,WINPARTY,WINPERCENT,WINCATEGORY,TOTBALLOTSLINK,INPERSON,TOTBALLOTS,CANDIDATE1,PARTY1,NUMVOTES1,PERCVOTE1,CANDIDATE2,PARTY2,NUMVOTES2,PERCVOTE2,CANDIDATE3,PARTY3,NUMVOTES3,PERCVOTE3,CANDIDATE4,PARTY4,NUMVOTES4,PERCVOTE4,CANDIDATE5,PARTY5,NUMVOTES5,PERCVOTE5,Shape__Area,Shape__Length
208,920,CHANTILLY,Fairfax,2016-11-17T10:58:50.000Z,stulad,920,CHANTILLY,Fairfax County,Clinton / Kaine (D),0.20175789,10,2503,1885,2503,Clinton / Kaine (D),Clinton / Kaine (D),1132,0.45225729,Trump / Pence (R),Trump / Pence (R),627,0.2504994,Johnson / Weld (L),Johnson / Weld (L),46,0.01837795,Stein / Baraka (G),Stein / Baraka (G),9,0.00359569,McMullin / Johnson (I),McMullin / Johnson (I),25,0.00998801,0.000374578597857,0.108061026876671
209,931,CARSON,Fairfax,2016-11-17T10:58:50.000Z,stulad,931,CARSON,Fairfax County,Clinton / Kaine (D),0.24371585,10,1830,1463,1830,Clinton / Kaine (D),Clinton / Kaine (D),893,0.48797814,Trump / Pence (R),Trump / Pence (R),447,0.2442623,Johnson / Weld (L),Johnson / Weld (L),50,0.0273224,Stein / Baraka (G),Stein / Baraka (G),18,0.00983607,McMullin / Johnson (I),McMullin / Johnson (I),34,0.01857923,0.001875695308685,0.214071743528681
210,613,WESTGATE,Fairfax,2016-11-17T10:58:50.000Z,stulad,613,WESTGATE,Fairfax County,Clinton / Kaine (D),0.01742788,0,3328,2353,3328,Clinton / Kaine (D),Clinton / Kaine (D),1096,0.32932692,Trump / Pence (R),Trump / Pence (R),1038,0.31189904,Johnson / Weld (L),Johnson / Weld (L),83,0.0249399,Stein / Baraka (G),Stein / Baraka (G),18,0.00540865,McMullin / Johnson (I),McMullin / Johnson (I),47,0.0141226,0.002465448879337,0.275530302335142
211,616,GUNSTON,Fairfax,2016-11-17T10:58:50.000Z,stulad,616,GUNSTON,Fairfax County,Clinton / Kaine (D),0.03504442,2,2026,1652,2026,Clinton / Kaine (D),Clinton / Kaine (D),806,0.39782823,Trump / Pence (R),Trump / Pence (R),735,0.36278381,Johnson / Weld (L),Johnson / Weld (L),44,0.02171767,Stein / Baraka (G),Stein / Baraka (G),9,0.00444225,McMullin / Johnson (I),McMullin / Johnson (I),32,0.01579467,0.00673997207127,0.397291735114208
212,605,FORT HUNT,Fairfax,2016-11-17T10:58:50.000Z,stulad,605,FORT HUNT,Fairfax County,Clinton / Kaine (D),0.14830918,10,2070,1515,2070,Clinton / Kaine (D),Clinton / Kaine (D),839,0.40531401,Trump / Pence (R),Trump / Pence (R),532,0.25700483,Johnson / Weld (L),Johnson / Weld (L),32,0.01545894,Stein / Baraka (G),Stein / Baraka (G),10,0.00483092,McMullin / Johnson (I),McMullin / Johnson (I),29,0.01400966,0.000371204714224,0.085574675291833
213,611,STRATFORD,Fairfax,2016-11-17T10:58:50.000Z,stulad,611,STRATFORD,Fairfax County,Clinton / Kaine (D),0.13448535,10,2662,1758,2662,Clinton / Kaine (D),Clinton / Kaine (D),972,0.36513899,Trump / Pence (R),Trump / Pence (R),614,0.23065364,Johnson / Weld (L),Johnson / Weld (L),56,0.02103681,Stein / Baraka (G),Stein / Baraka (G),17,0.00638618,McMullin / Johnson (I),McMullin / Johnson (I),49,0.01840721,0.000305061724315,0.075286389554884
214,614,RIVERSIDE,Fairfax,2016-11-17T10:58:50.000Z,stulad,614,RIVERSIDE,Fairfax County,Clinton / Kaine (D),0.11003236,10,1854,1374,1854,Clinton / Kaine (D),Clinton / Kaine (D),720,0.38834951,Trump / Pence (R),Trump / Pence (R),516,0.27831715,Johnson / Weld (L),Johnson / Weld (L),41,0.02211435,Stein / Baraka (G),Stein / Baraka (G),10,0.00539374,McMullin / Johnson (I),McMullin / Johnson (I),44,0.02373247,0.000310728184142,0.091522624387686
215,602,BELLEVIEW,Fairfax,2016-11-17T10:58:50.000Z,stulad,602,BELLEVIEW,Fairfax County,Clinton / Kaine (D),0.27520576,10,1944,1482,1944,Clinton / Kaine (D),Clinton / Kaine (D),940,0.48353909,Trump / Pence (R),Trump / Pence (R),405,0.20833333,Johnson / Weld (L),Johnson / Weld (L),50,0.02572016,Stein / Baraka (G),Stein / Baraka (G),12,0.00617284,McMullin / Johnson (I),McMullin / Johnson (I),33,0.01697531,0.000450987987442,0.094712335502096
216,601,BELLE HAVEN,Fairfax,2016-11-17T10:58:50.000Z,stulad,601,BELLE HAVEN,Fairfax County,Clinton / Kaine (D),0.18719479,10,1843,1421,1843,Clinton / Kaine (D),Clinton / Kaine (D),816,0.44275638,Trump / Pence (R),Trump / Pence (R),471,0.25556158,Johnson / Weld (L),Johnson / Weld (L),33,0.01790559,Stein / Baraka (G),Stein / Baraka (G),16,0.0086815,McMullin / Johnson (I),McMullin / Johnson (I),38,0.02061856,0.000234597807576,0.068466976332781
217,621,GROSVENOR,Fairfax,2016-11-17T10:58:50.000Z,stulad,621,GROSVENOR,Fairfax County,Clinton / Kaine (D),0.41467391,30,1840,1475,1840,Clinton / Kaine (D),Clinton / Kaine (D),1056,0.57391304,Trump / Pence (R),Trump / Pence (R),293,0.15923913,Johnson / Weld (L),Johnson / Weld (L),46,0.025,Stein / Baraka (G),Stein / Baraka (G),22,0.01195652,McMullin / Johnson (I),McMullin / Johnson (I),40,0.02173913,0.000105706693684,0.058565304057714
218,607,HUNTINGTON,Fairfax,2016-11-17T10:58:50.000Z,stulad,607,HUNTINGTON,Fairfax County,Clinton / Kaine (D),0.36501337,30,3367,2391,3367,Clinton / Kaine (D),Clinton / Kaine (D),1717,0.50994951,Trump / Pence (R),Trump / Pence (R),488,0.14493614,Johnson / Weld (L),Johnson / Weld (L),89,0.02643303,Stein / Baraka (G),Stein / Baraka (G),30,0.00891001,McMullin / Johnson (I),McMullin / Johnson (I),45,0.01336501,0.000111793461837,0.060916387013963
219,703,FORT BUFFALO,Fairfax,2016-11-17T10:58:50.000Z,stulad,703,FORT BUFFALO,Fairfax County,Clinton / Kaine (D),0.45611787,30,1561,1339,1561,Clinton / Kaine (D),Clinton / Kaine (D),972,0.62267777,Trump / Pence (R),Trump / Pence (R),260,0.1665599,Johnson / Weld (L),Johnson / Weld (L),39,0.02498398,Stein / Baraka (G),Stein / Baraka (G),11,0.00704676,McMullin / Johnson (I),McMullin / Johnson (I),34,0.02178091,0.000121853771255,0.059743040703005
220,709,MOSBY,Fairfax,2016-11-17T10:58:50.000Z,stulad,709,MOSBY,Fairfax County,Clinton / Kaine (D),0.34906738,30,2627,2023,2627,Clinton / Kaine (D),Clinton / Kaine (D),1387,0.52797868,Trump / Pence (R),Trump / Pence (R),470,0.17891131,Johnson / Weld (L),Johnson / Weld (L),60,0.02283974,Stein / Baraka (G),Stein / Baraka (G),22,0.00837457,McMullin / Johnson (I),McMullin / Johnson (I),42,0.01598782,0.000181750233884,0.08301683620487
221,718,PINE RIDGE,Fairfax,2016-11-17T10:58:50.000Z,stulad,718,PINE RIDGE,Fairfax County,Clinton / Kaine (D),0.3154607,30,1921,1544,1921,Clinton / Kaine (D),Clinton / Kaine (D),1024,0.5330557,Trump / Pence (R),Trump / Pence (R),418,0.217595,Johnson / Weld (L),Johnson / Weld (L),38,0.01978136,Stein / Baraka (G),Stein / Baraka (G),15,0.00780843,McMullin / Johnson (I),McMullin / Johnson (I),22,0.01145237,0.000317736067564,0.087915781073648
222,717,WOODBURN,Fairfax,2016-11-17T10:58:50.000Z,stulad,717,WOODBURN,Fairfax County,Clinton / Kaine (D),0.35913706,30,1576,1266,1576,Clinton / Kaine (D),Clinton / Kaine (D),863,0.54758883,Trump / Pence (R),Trump / Pence (R),297,0.18845178,Johnson / Weld (L),Johnson / Weld (L),38,0.02411168,Stein / Baraka (G),Stein / Baraka (G),15,0.00951777,McMullin / Johnson (I),McMullin / Johnson (I),40,0.02538071,0.000270247681872,0.097493743222971
223,921,DEER PARK,Fairfax,2016-11-17T10:58:50.000Z,stulad,921,DEER PARK,Fairfax County,Clinton / Kaine (D),0.06104963,2,2801,2133,2801,Clinton / Kaine (D),Clinton / Kaine (D),1052,0.37558015,Trump / Pence (R),Trump / Pence (R),881,0.31453052,Johnson / Weld (L),Johnson / Weld (L),84,0.02998929,Stein / Baraka (G),Stein / Baraka (G),23,0.00821135,McMullin / Johnson (I),McMullin / Johnson (I),49,0.01749375,0.000494096861325,0.11103559655603
224,606,HOLLIN HALL,Fairfax,2016-11-17T10:58:50.000Z,stulad,606,HOLLIN HALL,Fairfax County,Clinton / Kaine (D),0.18798617,10,2314,1647,2314,Clinton / Kaine (D),Clinton / Kaine (D),968,0.41832325,Trump / Pence (R),Trump / Pence (R),533,0.23033708,Johnson / Weld (L),Johnson / Weld (L),48,0.0207433,Stein / Baraka (G),Stein / Baraka (G),8,0.00345722,McMullin / Johnson (I),McMullin / Johnson (I),33,0.01426102,0.00043998980426,0.115349428232056
225,610,SHERWOOD,Fairfax,2016-11-17T10:58:50.000Z,stulad,610,SHERWOOD,Fairfax County,Clinton / Kaine (D),0.31349862,30,1815,1254,1815,Clinton / Kaine (D),Clinton / Kaine (D),868,0.47823691,Trump / Pence (R),Trump / Pence (R),299,0.16473829,Johnson / Weld (L),Johnson / Weld (L),30,0.01652893,Stein / Baraka (G),Stein / Baraka (G),5,0.00275482,McMullin / Johnson (I),McMullin / Johnson (I),17,0.00936639,0.000219591305833,0.094774255848594
226,926,POWELL,Fairfax,2016-11-17T10:58:50.000Z,stulad,926,POWELL,Fairfax County,Clinton / Kaine (D),0.30507529,30,3586,2934,3586,Clinton / Kaine (D),Clinton / Kaine (D),1914,0.53374233,Trump / Pence (R),Trump / Pence (R),820,0.22866704,Johnson / Weld (L),Johnson / Weld (L),101,0.02816509,Stein / Baraka (G),Stein / Baraka (G),23,0.00641383,McMullin / Johnson (I),McMullin / Johnson (I),36,0.01003904,0.0003574299067,0.102342469115318
227,114,OLDE CREEK,Fairfax,2016-11-17T10:58:50.000Z,stulad,114,OLDE CREEK,Fairfax County,Clinton / Kaine (D),0.20072993,10,1644,1237,1644,Clinton / Kaine (D),Clinton / Kaine (D),736,0.44768856,Trump / Pence (R),Trump / Pence (R),406,0.24695864,Johnson / Weld (L),Johnson / Weld (L),39,0.02372263,Stein / Baraka (G),Stein / Baraka (G),7,0.00425791,McMullin / Johnson (I),McMullin / Johnson (I),24,0.01459854,0.000221678351557,0.070454175469293
228,316,SALONA #1,Fairfax,2016-11-17T10:58:50.000Z,stulad,316,SALONA #1,Fairfax County,Clinton / Kaine (D),0.13829787,10,846,560,846,Clinton / Kaine (D),Clinton / Kaine (D),320,0.37825059,Trump / Pence (R),Trump / Pence (R),203,0.23995272,Johnson / Weld (L),Johnson / Weld (L),17,0.02009456,Stein / Baraka (G),Stein / Baraka (G),3,0.0035461,McMullin / Johnson (I),McMullin / Johnson (I),5,0.00591017,0.000168970079445,0.069492233931666
229,333,SALONA #2,Fairfax,2016-11-17T10:58:50.000Z,stulad,333,SALONA #2,Fairfax County,Clinton / Kaine (D),0.16932271,10,1506,956,1506,Clinton / Kaine (D),Clinton / Kaine (D),562,0.37317397,Trump / Pence (R),Trump / Pence (R),307,0.20385126,Johnson / Weld (L),Johnson / Weld (L),27,0.01792829,Stein / Baraka (G),Stein / Baraka (G),6,0.00398406,McMullin / Johnson (I),McMullin / Johnson (I),28,0.0185923,0.000210502624429,0.090269132262257
230,734,HUNTERS BRANCH,Fairfax,2016-11-17T10:58:50.000Z,stulad,734,HUNTERS BRANCH,Fairfax County,Clinton / Kaine (D),0.33367822,30,1933,1279,1933,Clinton / Kaine (D),Clinton / Kaine (D),905,0.46818417,Trump / Pence (R),Trump / Pence (R),260,0.13450595,Johnson / Weld (L),Johnson / Weld (L),51,0.02638386,Stein / Baraka (G),Stein / Baraka (G),11,0.00569064,McMullin / Johnson (I),McMullin / Johnson (I),30,0.01551992,8.5348880349e-05,0.042622194242666
231,134,UNIVERSITY,Fairfax,2016-11-17T10:58:50.000Z,stulad,134,UNIVERSITY,Fairfax County,Clinton / Kaine (D),0.58148013,30,2743,2654,2743,Clinton / Kaine (D),Clinton / Kaine (D),1998,0.72839956,Trump / Pence (R),Trump / Pence (R),403,0.14691943,Johnson / Weld (L),Johnson / Weld (L),145,0.05286183,Stein / Baraka (G),Stein / Baraka (G),42,0.0153117,McMullin / Johnson (I),McMullin / Johnson (I),39,0.01421801,0.000161313178618,0.059675947661739
232,408,MOUNT EAGLE,Fairfax,2016-11-17T10:58:50.000Z,stulad,408,MOUNT EAGLE,Fairfax County,Clinton / Kaine (D),0.45904855,30,2039,1576,2039,Clinton / Kaine (D),Clinton / Kaine (D),1196,0.58656204,Trump / Pence (R),Trump / Pence (R),260,0.12751349,Johnson / Weld (L),Johnson / Weld (L),52,0.0255027,Stein / Baraka (G),Stein / Baraka (G),14,0.00686611,McMullin / Johnson (I),McMullin / Johnson (I),26,0.01275135,0.000142545148004,0.051087192567832
233,919,GREEN TRAILS,Fairfax,2016-11-17T10:58:50.000Z,stulad,919,GREEN TRAILS,Fairfax County,Clinton / Kaine (D),0.24751581,10,3321,2656,3321,Clinton / Kaine (D),Clinton / Kaine (D),1636,0.4926227,Trump / Pence (R),Trump / Pence (R),814,0.2451069,Johnson / Weld (L),Johnson / Weld (L),77,0.02318579,Stein / Baraka (G),Stein / Baraka (G),29,0.00873231,McMullin / Johnson (I),McMullin / Johnson (I),59,0.01776573,0.000246008069905,0.096940998756729
234,509,PLAZA,Fairfax,2016-11-17T10:58:50.000Z,stulad,509,PLAZA,Fairfax County,Clinton / Kaine (D),0.56388206,30,814,701,814,Clinton / Kaine (D),Clinton / Kaine (D),561,0.68918919,Trump / Pence (R),Trump / Pence (R),102,0.12530713,Johnson / Weld (L),Johnson / Weld (L),13,0.01597052,Stein / Baraka (G),Stein / Baraka (G),11,0.01351351,McMullin / Johnson (I),McMullin / Johnson (I),7,0.00859951,6.242161608e-06,0.011666667458426
235,109,LITTLE RUN,Fairfax,2016-11-17T10:58:50.000Z,stulad,109,LITTLE RUN,Fairfax County,Clinton / Kaine (D),0.21254072,10,1228,942,1228,Clinton / Kaine (D),Clinton / Kaine (D),567,0.46172638,Trump / Pence (R),Trump / Pence (R),306,0.24918567,Johnson / Weld (L),Johnson / Weld (L),29,0.02361564,Stein / Baraka (G),Stein / Baraka (G),4,0.00325733,McMullin / Johnson (I),McMullin / Johnson (I),19,0.01547231,0.000120894283442,0.0510267865532
236,520,SKYLINE,Fairfax,2016-11-17T10:58:50.000Z,stulad,520,SKYLINE,Fairfax County,Clinton / Kaine (D),0.47050074,30,2017,1503,2017,Clinton / Kaine (D),Clinton / Kaine (D),1184,0.58701041,Trump / Pence (R),Trump / Pence (R),235,0.11650967,Johnson / Weld (L),Johnson / Weld (L),22,0.01090729,Stein / Baraka (G),Stein / Baraka (G),21,0.0104115,McMullin / Johnson (I),McMullin / Johnson (I),22,0.01090729,4.9645506843e-05,0.041802200753245
237,506,HOLMES #1,Fairfax,2016-11-17T10:58:50.000Z,stulad,506,HOLMES #1,Fairfax County,Clinton / Kaine (D),0.51881188,30,505,445,505,Clinton / Kaine (D),Clinton / Kaine (D),346,0.68514851,Trump / Pence (R),Trump / Pence (R),84,0.16633663,Johnson / Weld (L),Johnson / Weld (L),7,0.01386139,Stein / Baraka (G),Stein / Baraka (G),3,0.00594059,McMullin / Johnson (I),McMullin / Johnson (I),0,0,8.5900758386e-05,0.044356197366328
238,619,BELVOIR,Fairfax,2016-11-17T10:58:50.000Z,stulad,619,BELVOIR,Fairfax County,Clinton / Kaine (D),0.2424072,10,1778,1456,1778,Clinton / Kaine (D),Clinton / Kaine (D),894,0.50281215,Trump / Pence (R),Trump / Pence (R),463,0.26040495,Johnson / Weld (L),Johnson / Weld (L),39,0.02193476,Stein / Baraka (G),Stein / Baraka (G),14,0.00787402,McMullin / Johnson (I),McMullin / Johnson (I),26,0.01462317,0.000867157378384,0.127633967352969
239,403,FORESTDALE,Fairfax,2016-11-17T10:58:50.000Z,stulad,403,FORESTDALE,Fairfax County,Clinton / Kaine (D),0.344,30,1125,874,1125,Clinton / Kaine (D),Clinton / Kaine (D),609,0.54133333,Trump / Pence (R),Trump / Pence (R),222,0.19733333,Johnson / Weld (L),Johnson / Weld (L),15,0.01333333,Stein / Baraka (G),Stein / Baraka (G),6,0.00533333,McMullin / Johnson (I),McMullin / Johnson (I),11,0.00977778,0.00013203606176,0.046799531445857
240,234,ALDRIN,Fairfax,2016-11-17T10:58:50.000Z,stulad,234,ALDRIN,Fairfax County,Clinton / Kaine (D),0.25643189,10,2371,1764,2371,Clinton / Kaine (D),Clinton / Kaine (D),1121,0.47279629,Trump / Pence (R),Trump / Pence (R),513,0.2163644,Johnson / Weld (L),Johnson / Weld (L),43,0.01813581,Stein / Baraka (G),Stein / Baraka (G),11,0.00463939,McMullin / Johnson (I),McMullin / Johnson (I),40,0.01687052,0.000199509338407,0.061542631137689
241,201,ARMSTRONG,Fairfax,2016-11-17T10:58:50.000Z,stulad,201,ARMSTRONG,Fairfax County,Clinton / Kaine (D),0.25409573,10,3113,2311,3113,Clinton / Kaine (D),Clinton / Kaine (D),1458,0.4683585,Trump / Pence (R),Trump / Pence (R),667,0.21426277,Johnson / Weld (L),Johnson / Weld (L),69,0.02216511,Stein / Baraka (G),Stein / Baraka (G),17,0.00546097,McMullin / Johnson (I),McMullin / Johnson (I),51,0.01638291,0.000286544980504,0.078984862232475
242,233,NORTH POINT,Fairfax,2016-11-17T10:58:50.000Z,stulad,233,NORTH POINT,Fairfax County,Clinton / Kaine (D),0.16511007,10,2998,2105,2998,Clinton / Kaine (D),Clinton / Kaine (D),1224,0.40827218,Trump / Pence (R),Trump / Pence (R),729,0.24316211,Johnson / Weld (L),Johnson / Weld (L),55,0.01834556,Stein / Baraka (G),Stein / Baraka (G),17,0.00567045,McMullin / Johnson (I),McMullin / Johnson (I),29,0.00967312,0.00046626005421,0.115588382822895
243,735,ROTONDA,Fairfax,2016-11-17T10:58:50.000Z,stulad,735,ROTONDA,Fairfax County,Clinton / Kaine (D),0.30940834,30,1031,829,1031,Clinton / Kaine (D),Clinton / Kaine (D),545,0.528613,Trump / Pence (R),Trump / Pence (R),226,0.21920466,Johnson / Weld (L),Johnson / Weld (L),8,0.00775946,Stein / Baraka (G),Stein / Baraka (G),21,0.02036857,McMullin / Johnson (I),McMullin / Johnson (I),14,0.01357905,7.1201489863e-05,0.040317743790848
1000,99999,ABSENTEE,Fairfax,,,99999,ABSENTEE,Fairfax County,,,,0,0,0,Clinton / Kaine (D),Clinton / Kaine (D),83997,,Trump / Pence (R),Trump / Pence (R),29193,,Johnson / Weld (L),Johnson / Weld (L),3165,,Stein / Baraka (G),Stein / Baraka (G),726,,McMullin / Johnson (I),McMullin / Johnson (I),1880,,,
1001,99998,PROVISIONAL,Fairfax,,,99998,PROVISIONAL,Fairfax County,,,,0,0,0,Clinton / Kaine (D),Clinton / Kaine (D),460,,Trump / Pence (R),Trump / Pence (R),183,,Johnson / Weld (L),Johnson / Weld (L),35,,Stein / Baraka (G),Stein / Baraka (G),5,,McMullin / Johnson (I),McMullin / Johnson (I),17,,,
